,Rota,LinkGoogle,last_geo,address
12,79466465,"https://www.google.com/maps/dir/-19.9520841,-43.4795055/-19.82483+-43.358925/-19.826332+-43.356472/-19.824846+-43.356285/-19.826185+-43.35581/-19.828241+-43.35568/-19.825731+-43.35445/-19.826582+-43.353992/-19.826027+-43.354305/-19.825874+-43.354443/-19.825012+-43.35596/-19.823545+-43.356567/-19.83053+-43.37103/-19.823034+-43.35874/-19.823835+-43.356953/-19.819515+-43.35509/-19.820257+-43.35628/-19.822361+-43.358177/-19.821415+-43.356857/-19.82115+-43.355934/-19.819885+-43.354584/-19.817755+-43.356663/-19.817755+-43.356663/-19.816399+-43.35639/-19.9520841,-43.4795055/@-19.9520841,-43.4795055/am=t","-19.816399,-43.35639","Rua Januária, Cidade Universitária, Passa Dez de Baixo, São Gonçalo do Rio Abaixo, Região Geográfica Imediata de João Monlevade, Região Geográfica Intermediária de Ipatinga, Minas Gerais, Região Sudeste, 35935-000, Brasil"
13,79485960,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.357712+-44.96413/-17.368826+-44.96922/-17.364412+-44.970955/-17.363728+-44.969353/-17.36136+-44.96784/-17.372614+-44.966152/-17.371067+-44.96526/-17.366413+-44.96448/-17.36439+-44.962845/-17.361109+-44.96312/-17.362415+-44.95934/-17.36081+-44.956684/-17.357428+-44.95787/-17.358253+-44.96148/-17.352278+-44.96373/-17.355072+-44.959747/-17.361122+-44.9572/-17.501474+-45.214314/-17.362885+-44.96001/-17.368189+-44.97138/-17.368376+-44.966858/-17.362207+-44.9628/-17.352211+-44.96073/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.352211,-44.96073","Secretaria Paroquial Paróquia Imaculada Conceição, 115, Praça Imaculada Conceição, Centro, Vila Maria II, Buritizeiro, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39280-000, Brasil"
14,79486002,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.887667+-44.58223/-17.890118+-44.57973/-17.884539+-44.580807/-17.886133+-44.57639/-17.627928+-44.720325/-17.629885+-44.717506/-17.886875+-44.578636/-17.626337+-44.716732/-17.624245+-44.72258/-17.60057+-44.732525/-17.60895+-44.729713/-17.604546+-44.729984/-17.606325+-44.73132/-17.60542+-44.73241/-17.601954+-44.73585/-17.606707+-44.736305/-17.60507+-44.737827/-17.628565+-44.715065/-17.60107+-44.7426/-17.60924+-44.735992/-17.600208+-44.73533/-17.600508+-44.732082/-17.631903+-44.712154/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.631903,-44.712154","Escola Municipal Quintiliana Lucia Vieira, Rua Trinta e Cinco, Pedra Grande, Várzea da Palma, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, Brasil"
15,79486009,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.393005+-44.962944/-17.3781+-44.96766/-17.374802+-44.966026/-17.371038+-44.96965/-17.37219+-44.967403/-17.369768+-44.972855/-17.368622+-44.98252/-17.374002+-44.978325/-17.384958+-44.9802/-17.378838+-44.972923/-17.380732+-44.97856/-17.37512+-44.97157/-17.377142+-44.97236/-17.980513+-45.608406/-17.984022+-45.61099/-17.986483+-45.608597/-17.985031+-45.605736/-17.98074+-45.605568/-17.98385+-45.60531/-17.980743+-45.60569/-17.987635+-45.601517/-17.99034+-45.601246/-17.982+-45.6054/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.982,-45.6054","Avenida Marcos Tavares, Canoeiros, São Gonçalo do Abaeté, Região Geográfica Imediata de Patos de Minas, Região Geográfica Intermediária de Patos de Minas, Minas Gerais, Região Sudeste, Brasil"
16,79486037,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-16.855993+-44.910713/-16.854298+-44.91183/-16.85911+-44.909172/-16.861813+-44.909782/-16.862486+-44.911762/-16.861662+-44.912704/-16.85909+-44.911957/-16.865765+-44.91156/-16.85801+-44.9114/-16.761087+-45.000904/-16.632896+-45.064323/-16.63257+-45.06194/-16.85577+-44.913795/-16.85727+-44.913616/-16.63238+-45.062897/-16.633055+-45.06341/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-16.633055,-45.06341","Rua João Ramos, Ponto Chique, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, Brasil"
17,79486051,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.606014+-44.74756/-17.487745+-44.77649/-17.568787+-44.750587/-17.583206+-44.73772/-17.591911+-44.73407/-17.585705+-44.738895/-17.605036+-44.746346/-17.590067+-44.7386/-17.601248+-44.74193/-17.595148+-44.74497/-17.603172+-44.7433/-17.59076+-44.73929/-17.595102+-44.745228/-17.597385+-44.735855/-17.589327+-44.73861/-17.584646+-44.7336/-17.593193+-44.732727/-17.600618+-44.725513/-17.597599+-44.72983/-17.598322+-44.74404/-17.5937+-44.73542/-17.598751+-44.72872/-17.58786+-44.736885/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.58786,-44.736885","Rua Santos José Machado, AÇO PALMA, Pinlar 1, Várzea da Palma, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, Brasil"
18,79486100,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.352282+-44.94768/-17.348316+-44.952732/-17.348389+-44.94888/-17.346449+-44.953484/-17.33946+-44.952152/-17.345596+-44.95094/-17.349274+-44.948463/-17.345758+-44.947243/-17.329315+-44.939938/-17.333845+-44.93768/-17.335978+-44.944332/-17.343992+-44.93931/-17.342028+-44.934143/-17.34544+-44.941593/-17.344133+-44.941162/-17.347149+-44.946445/-17.349682+-44.951946/-17.348227+-44.94447/-17.331587+-44.938194/-17.343107+-44.93747/-17.332884+-44.929653/-17.34887+-44.946808/-17.338606+-44.942883/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.338606,-44.942883","Rua Bocaiuva, Santo Antônio, Pirapora, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39270-000, Brasil"
19,79486114,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.22385+-44.442406/-17.226654+-44.43683/-17.227053+-44.431896/-17.22809+-44.434315/-17.230913+-44.441574/-17.232798+-44.439747/-17.23449+-44.439106/-17.235773+-44.44011/-17.233849+-44.44409/-17.23133+-44.43699/-17.229555+-44.433884/-17.232847+-44.4336/-17.229+-44.44/-17.229483+-44.442486/-17.233341+-44.44129/-17.199492+-44.820595/-17.202488+-44.82003/-17.205593+-44.817757/-17.20149+-44.818348/-17.202396+-44.811863/-17.582712+-44.738647/-17.320477+-44.92071/-17.230293+-44.442272/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.230293,-44.442272","Rua Coronel José Coelho de Araújo, Centro, Jequitaí, Região Geográfica Imediata de Montes Claros, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39370-000, Brasil"
20,79486163,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.317518+-44.907852/-17.308594+-44.908936/-17.31988+-44.906506/-17.32535+-44.92658/-17.318602+-44.921227/-17.323267+-44.918503/-17.316862+-44.91254/-17.328571+-44.92723/-17.327374+-44.936462/-17.332981+-44.93354/-17.340752+-44.9229/-17.343363+-44.923035/-17.34296+-44.927982/-17.329466+-44.93321/-17.340523+-44.926704/-17.343746+-44.920258/-17.337137+-44.918243/-17.331202+-44.920612/-17.333666+-44.92367/-17.329468+-44.924213/-17.32515+-44.922153/-17.343315+-44.926376/-17.328562+-44.931305/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.328562,-44.931305","Rua Joaquim Trindade Cotta, Cinquentenário, Pirapora, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39270-000, Brasil"
21,79486191,"https://www.google.com/maps/dir/-17.3827222,-44.9797165/-17.36703+-44.93576/-17.368322+-44.931942/-17.372702+-44.935585/-17.362017+-44.947895/-17.362015+-44.94411/-17.355791+-44.942818/-17.369364+-44.93888/-17.362614+-44.939137/-17.354883+-44.94459/-17.364607+-44.93837/-17.35351+-44.94817/-17.353533+-44.947037/-17.342842+-44.93411/-17.345778+-44.926086/-17.346033+-44.920406/-17.360813+-44.943512/-17.349537+-44.91911/-17.350693+-44.924477/-17.356953+-44.91709/-17.354122+-44.914604/-17.347015+-44.918823/-17.360224+-44.945454/-17.35771+-44.92129/-17.3827222,-44.9797165/@-17.3827222,-44.9797165/am=t","-17.35771,-44.92129","Rua Professora Silvina dos Santos, Cidade Jardim, Pirapora, Região Geográfica Imediata de Pirapora, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39270-000, Brasil"
22,79493800,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.75151+-44.888836/-18.76187+-44.899796/-18.753633+-44.902824/-18.748531+-44.90347/-18.73934+-44.8627/-18.75622+-44.902695/-18.75145+-44.902657/-18.75756+-44.897854/-18.755209+-44.89487/-18.758469+-44.90629/-18.76171+-44.903854/-18.768385+-44.911823/-18.75872+-44.89288/-18.768793+-44.91169/-18.756962+-44.893826/-18.757801+-44.897064/-18.755823+-44.902145/-18.756899+-44.898933/-18.748646+-44.908142/-18.753262+-44.90791/-18.746756+-44.90942/-18.690985+-44.986465/-18.696035+-44.991882/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.696035,-44.991882","Avenida São Geraldo do Salto, São Geraldo do Salto, Felixlândia, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
23,79493828,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.79586+-44.46067/-18.783485+-44.45019/-18.780218+-44.44771/-18.776985+-44.440125/-18.783728+-44.438362/-18.773296+-44.434612/-18.770687+-44.43158/-18.767345+-44.42993/-18.768112+-44.426178/-18.767796+-44.421257/-18.766108+-44.431873/-18.768744+-44.436466/-18.773584+-44.436375/-18.765043+-44.444942/-18.766197+-44.44072/-18.762747+-44.4345/-18.774424+-44.425545/-18.77706+-44.422413/-18.772924+-44.424248/-18.781687+-44.42138/-18.785973+-44.418545/-18.78644+-44.431244/-18.790333+-44.42196/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.790333,-44.42196","Rua Ibicare, Ponte Nova, Curvelo, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35796-489, Brasil"
24,79493849,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.750996+-44.43612/-18.759798+-44.42207/-18.757671+-44.427444/-18.754644+-44.424145/-18.755163+-44.419773/-18.74887+-44.414608/-18.747826+-44.423187/-18.749653+-44.42604/-18.751554+-44.42878/-18.75346+-44.4288/-18.753263+-44.430164/-18.748442+-44.43024/-18.745945+-44.426937/-18.744217+-44.423977/-18.749304+-44.428764/-18.757343+-44.424374/-18.739944+-44.41025/-18.74093+-44.4268/-18.730043+-44.363903/-18.735035+-44.356117/-18.747686+-44.349815/-18.761398+-44.417316/-18.763674+-44.424168/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.763674,-44.424168","Rua Adauto Lúcio Cardoso, Tibira, Curvelo, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35790-000, Brasil"
25,79493877,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.758797+-44.438572/-18.762726+-44.44076/-18.762268+-44.434074/-18.76164+-44.439053/-18.757133+-44.43586/-18.745714+-44.446033/-18.741787+-44.462784/-18.742771+-44.457825/-18.754898+-44.435974/-18.760721+-44.431454/-18.756224+-44.43294/-18.743366+-44.432224/-18.735704+-44.438004/-18.738832+-44.435978/-18.740026+-44.42989/-18.73533+-44.42991/-18.724443+-44.43376/-18.728973+-44.433716/-18.747616+-44.44862/-18.72697+-44.43308/-18.734282+-44.43963/-18.74463+-44.443317/-18.752537+-44.435474/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.752537,-44.435474","Rua Luiz Eusébio, Curiango, Curvelo, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, 35790-000, Brasil"
26,79493954,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.20888+-45.227676/-18.205814+-45.225765/-18.205654+-45.227715/-18.205158+-45.229774/-18.206978+-45.22707/-18.204073+-45.226425/-18.202282+-45.225/-18.203194+-45.22245/-18.200754+-45.22527/-18.201298+-45.22748/-18.198805+-45.227333/-18.202494+-45.22999/-18.2015+-45.232258/-18.205713+-45.228188/-18.19873+-45.236656/-18.199272+-45.229668/-18.194721+-45.22916/-18.196842+-45.225723/-18.199856+-45.22103/-18.204115+-45.223827/-18.20733+-45.231487/-18.20771+-45.22508/-18.198168+-45.233116/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.198168,-45.233116","Três Marias, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
27,79493961,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.213675+-45.22712/-18.210869+-45.23023/-18.218794+-45.2481/-18.210684+-45.2312/-18.209316+-45.23534/-18.211714+-45.233383/-18.215206+-45.232117/-18.224972+-45.23738/-18.206388+-45.247017/-18.20202+-45.248203/-18.220715+-45.25198/-18.213547+-45.237617/-18.216406+-45.25882/-18.212671+-45.237823/-18.211039+-45.23962/-18.205976+-45.2314/-18.203133+-45.237045/-18.204962+-45.235477/-18.21563+-45.243446/-18.214087+-45.23488/-18.211227+-45.237953/-18.208916+-45.244267/-18.196226+-45.242424/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.196226,-45.242424","Três Marias, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
28,79494150,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.546804+-44.60223/-18.407152+-44.459507/-18.39955+-44.45845/-18.379538+-44.457203/-18.375235+-44.457882/-18.373808+-44.457146/-18.373558+-44.459003/-18.372162+-44.459297/-18.368752+-44.45644/-18.366467+-44.45506/-18.367634+-44.4567/-18.36652+-44.455753/-18.369366+-44.452305/-18.364763+-44.452072/-18.363432+-44.45418/-18.364998+-44.459656/-18.372725+-44.468727/-18.370314+-44.466133/-18.368908+-44.466404/-18.368004+-44.46307/-18.362894+-44.462193/-18.366938+-44.462772/-18.364145+-44.45452/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.364145,-44.45452","Rua Prefeito Altino de Matos, Corinto, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
29,79494178,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.372232+-44.44645/-18.371016+-44.445786/-18.37202+-44.448723/-18.369444+-44.449875/-18.370714+-44.45032/-18.365637+-44.4474/-18.365026+-44.443928/-18.354725+-44.450718/-18.34607+-44.454826/-18.345068+-44.455135/-18.354906+-44.46248/-18.358225+-44.46314/-18.358755+-44.46131/-18.356997+-44.458523/-18.360554+-44.458168/-18.363113+-44.456795/-18.36442+-44.45686/-18.365736+-44.457172/-18.373787+-44.448338/-18.373714+-44.45041/-18.378492+-44.460648/-18.367256+-44.44425/-18.363146+-44.456352/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.363146,-44.456352","Avenida Getúlio Vargas, Corinto, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
30,79494234,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.107445+-44.27835/-18.109562+-44.266495/-18.10658+-44.260544/-18.023626+-44.07122/-17.883993+-44.175484/-17.877083+-44.17701/-17.875175+-44.18009/-17.87292+-44.180126/-17.877111+-44.176334/-17.874113+-44.176235/-17.87055+-44.178516/-17.869066+-44.17709/-17.871399+-44.17417/-17.874401+-44.174084/-17.880566+-44.17205/-17.878408+-44.17145/-17.87131+-44.171776/-17.757158+-44.169174/-17.759422+-44.169586/-17.755915+-44.174927/-17.758554+-44.16/-17.7589+-44.17067/-17.759499+-44.157604/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-17.759499,-44.157604","São Jorge, Joaquim Felício, Região Geográfica Imediata de Montes Claros, Região Geográfica Intermediária de Montes Claros, Minas Gerais, Região Sudeste, 39240-000, Brasil"
31,79494255,"https://www.google.com/maps/dir/-18.78617507,-44.451186/-18.246748+-45.20365/-18.244402+-45.223225/-18.2489+-45.208023/-18.238827+-45.188168/-18.246113+-45.197674/-18.233664+-45.215897/-18.221361+-45.220715/-18.214436+-45.221684/-18.218306+-45.21967/-18.214657+-45.220493/-18.210094+-45.226242/-18.22743+-45.239017/-18.20827+-45.219814/-18.199442+-45.23311/-18.210667+-45.224026/-18.206804+-45.22757/-18.252754+-45.200554/-18.277798+-44.98166/-18.21906+-45.230312/-18.22021+-45.21978/-18.219233+-45.21576/-18.202126+-45.22974/-18.279003+-44.984863/-18.78617507,-44.451186/@-18.78617507,-44.451186/am=t","-18.279003,-44.984863","Rua Rio de Janeiro, Andrequicé, Três Marias, Região Geográfica Imediata de Curvelo, Região Geográfica Intermediária de Belo Horizonte, Minas Gerais, Região Sudeste, Brasil"
